text;created_at;coordinates;retweet_count;favorite_count;screen_name;location;lang;followers_count;geo_enabled;statuses_count;lat;long;hashtags
Interested in this job? #Hadoop Data Analyst /  Scientist - Longueuil, QC in Longueuil, QC Canada https://t.co/Rv6JMmJZeO #job #hadoop;Mon Aug 08 19:05:09 +0000 2016;;0.0;0.0;DavangPatel;Montreal, Quebec;en;388.0;True;7495.0;45.5087928;-73.5539819;#Hadoop #job #hadoop
What you missed in #BigData: New ways of managing information https://t.co/btTwIX2ZLQ via @siliconangle;Mon Aug 08 19:05:10 +0000 2016;;0.0;0.0;Awilliamson_WI;Wisconsin;en;290.0;True;398.0;44.4308975;-89.6884636;#BigData:
RT @DarcieSouthern: that is no Python baby https://t.co/rssGgThnPM;Mon Aug 08 19:05:22 +0000 2016;;0.0;0.0;_Francesca97;chorley;en;879.0;True;8641.0;53.6531979;-2.6294741;
"Notice of Participation of Additional NIH Institutes and Centers in RFA-MD-16-002 ""NIH #BigData to Knowled... https://t.co/iS0Zfci9Va";Mon Aug 08 19:05:27 +0000 2016;;0.0;0.0;govtraqfed;Portland, OR;en;90.0;False;41626.0;45.5202471;-122.6741948;#BigData
#BigData  And The Emergence Of The Chief Data Officer - @Forbes  https://t.co/L5N2n5qFMH;Mon Aug 08 19:05:28 +0000 2016;;0.0;0.0;66owls;Dundee, UK;en;2923.0;False;9897.0;56.4593653;-2.9735212;#BigData
5 Steps to Boosting Big Data's Value through Data Governance ... - Enterprise Apps Today https://t.co/a0FOKQFHtk #bigdata;Mon Aug 08 19:05:28 +0000 2016;;0.0;0.0;GetLevvel;Charlotte, NC;en;670.0;False;3983.0;35.2270869;-80.8431267;#bigdata
How Does Big Data Benefit Marketing | #advertising #searchmarketing #datanalytics #marketing #b2b https://t.co/oKvYK1Tlqx;Mon Aug 08 19:05:32 +0000 2016;;0.0;0.0;Jay52_TX;Dallas, TX;en;10175.0;False;15592.0;32.7762719;-96.7968558;#advertising #searchmarketing #datanalytics #marketing #b2b
RT @Ronald_vanLoon: Big data and machine learning is the glass half empty? | #BigData #MachineLearning #RT https://t.co/0Qm3UTzoq2 https://…;Mon Aug 08 19:05:33 +0000 2016;;0.0;0.0;renato_umeton;Cambridge, MA;en;709.0;True;27792.0;42.3750997;-71.1056156;#BigData #MachineLearning #RT
What Does the VC Investment Slowdown Mean for Big Data? https://t.co/cI84pNj6xC https://t.co/3yE1LFko6d;Mon Aug 08 19:05:36 +0000 2016;;0.0;0.0;InvestNebraska;Lincoln, Nebraska;en;805.0;True;505.0;40.7999998;-96.6678212;
As a big fan of both bad reality TV and data driven alcohol consumption, I decided to make(and play) a drinking… https://t.co/uc9D8xvTNE;Mon Aug 08 19:05:40 +0000 2016;;0.0;0.0;BenDover0306;North America ;en;619.0;False;25861.0;51.0000002;-109.0000001;
RT @pkmngoasvines: Blanche, Candela and Spark  https://t.co/DgsvPGp6ED;Mon Aug 08 19:05:42 +0000 2016;;0.0;0.0;evil_queen69;Челябинск;ru;915.0;True;59394.0;55.1598408;61.4025547;
"SPARK Scholar Vincent Truong optimized GMP-quality lentiviral vector for treatment of Tay-Sachs &amp; Sandhoff Disease https://t.co/ja3hHTrkg8";Mon Aug 08 19:05:49 +0000 2016;;0.0;0.0;yggdrasil13751;Davis, CA;en;1535.0;False;16858.0;38.545379;-121.7445834;
"""Hadoop Cloud Solutions Wave 2016"" https://t.co/JcW5dSXvKL #coloradotech #feedly";Mon Aug 08 19:06:00 +0000 2016;;0.0;0.0;scottpantall;Littleton, CO;en;2247.0;True;45051.0;39.613321;-105.0166497;#coloradotech #feedly
Extracting extension from filename in Python #python #filenames https://t.co/CcDFX4CP8D;Mon Aug 08 19:06:01 +0000 2016;;0.0;0.0;PythonQnA;Bengaluru, India;en;121.0;False;10326.0;12.9791198;77.5912997;#python #filenames
How to Combine the Science of Data with the Art of Storytelling to Create Meaningful Customer Experiences https://t.co/K2ss4RuaV0 via @con…;Mon Aug 08 19:06:04 +0000 2016;;0.0;0.0;BlazeEngine;Seattle, WA;en;1423.0;False;1746.0;47.6038321;-122.3300623;
Cartoon: Facebook data science experiments and Cats In honor of International Cat Day, we revisit KDnuggets cartoo… https://t.co/EArqLBVulF;Mon Aug 08 19:06:04 +0000 2016;;0.0;0.0;programmingncr;Gurgaon, Haryana, India;en;582.0;False;108637.0;28.4646148;77.0299194;
The revolution begins with a slow simmering spark! https://t.co/eTD3BSGJFK;Mon Aug 08 19:06:14 +0000 2016;;0.0;0.0;TyPerry65;Woodstock CT;en;20.0;False;33.0;39.1584456;-75.5490913;
Big Data And The Emergence Of The Chief Data Officer https://t.co/Kxicu0U2NB;Mon Aug 08 19:06:14 +0000 2016;;0.0;0.0;darylelockhart;Charlotte, NC;en;8480.0;True;341251.0;35.2270869;-80.8431267;
Big Data Architect Business Intelligence Architect Jobs #jobs #jobsearch https://t.co/MvA0uoZLo0;Mon Aug 08 19:06:14 +0000 2016;;0.0;0.0;careersiftdal;United States;en;482.0;False;37163.0;39.7837304;-100.4458824;#jobs #jobsearch
RT @snowplowdata: We are hiring a data engineer at Snowplow: https://t.co/iWUPIzcX8J Lots of Scala, Golang, Spark, Kinesis... https://t.co/…;Mon Aug 08 19:06:14 +0000 2016;;0.0;0.0;oyayla_;Berlin, Germany;en;130.0;True;1301.0;52.5170365;13.3888599;
RT @DarcieSouthern: that is no Python baby https://t.co/rssGgThnPM;Mon Aug 08 19:06:18 +0000 2016;;0.0;0.0;BigHeadBastardo;Xinjiang, People's Republic of China;en;2320.0;False;67302.0;41.5;85.5;
RT @techjunkiejh: #SQL engines boost #Hadoop query processing for #bigdata users https://t.co/fFKqcCahNA https://t.co/x6bLVO3lui;Mon Aug 08 19:06:30 +0000 2016;;0.0;0.0;cjiqbal;Altrincham;en;6058.0;True;75304.0;53.3839662;-2.3525462;#SQL #Hadoop #bigdata
machinelearnbot: Spark For Python Developers here  https://t.co/JrTpAme9cg #bigdata machinelearnbot;Mon Aug 08 19:06:33 +0000 2016;;0.0;0.0;vikasjee;Pune, India;en;2983.0;True;249231.0;18.64395815;73.9325681901252;#bigdata
Databricks Bi-Weekly Digest – 8/8/16 https://t.co/mhbt0QQAMN #databricks #apache #spark;Mon Aug 08 19:06:37 +0000 2016;;0.0;0.0;bradhugg;Denver Metro ;en;650.0;False;3592.0;14.6876931;121.1093133;#databricks #apache #spark
RT @Ronald_vanLoon: Big data and machine learning is the glass half empty? | #BigData #MachineLearning #RT https://t.co/0Qm3UTzoq2 https://…;Mon Aug 08 19:06:40 +0000 2016;;0.0;0.0;bpointer212;Lansing,  Michigan ;en;3255.0;False;28978.0;42.7337712;-84.5553804;#BigData #MachineLearning #RT
RT @fundacioncd: Burn the talent churn using Big Data - The Globe and Mail https://t.co/VCYEo0ubxp #bigdata;Mon Aug 08 19:06:41 +0000 2016;;0.0;0.0;itknowingness;Online;es;9669.0;False;231555.0;40.3636878;49.8197189;#bigdata
Lemme spark this jay y'all too much 😂;Mon Aug 08 19:06:43 +0000 2016;;0.0;0.0;_BinoJames;The Booth ;en;857.0;True;20850.0;53.7432484;-1.938557;
"Manovich is wrong about Python &amp; right about reading compsci papers &amp; exploring image recognition algorithms 
https://t.co/9dE29hzDtl";Mon Aug 08 19:06:44 +0000 2016;;0.0;0.0;hautepop;London;en;3558.0;False;40340.0;51.5073219;-0.1276473;
4 Benefits of Big Data for Ecommerce Owners and Shoppers. (Aug-2016) https://t.co/OORK56sA1F https://t.co/HO7acmkITl;Mon Aug 08 19:06:47 +0000 2016;;0.0;0.0;BigdataProfiles;San Francisco;en;17203.0;False;28673.0;37.7792808;-122.4192362;
"Checking out ""The Big 'Big Data' Question: Hadoop or Spark?"" on Hadoop360: https://t.co/b7XK2OLSte";Mon Aug 08 19:06:48 +0000 2016;;0.0;0.0;LeddinIBM;Stuttgart, Germany;en;209.0;False;1263.0;48.7784485;9.1800132;
4 Benefits of Big Data for Ecommerce Owners and Shoppers. (Aug-2016) https://t.co/ZsEW83GgEv https://t.co/DNYmUNUuem;Mon Aug 08 19:06:51 +0000 2016;;0.0;0.0;eCommerce_VBP;San Francisco, CA;en;4206.0;False;7193.0;37.7792808;-122.4192362;
RT @DarcieSouthern: that is no Python baby https://t.co/rssGgThnPM;Mon Aug 08 19:06:53 +0000 2016;;0.0;0.0;TristinMollohan;Egypt;en;266.0;True;2257.0;26.2540493;29.2675469;
"RT @blackgayvideo: Python dickin down Rocky in ""Nasty Ass Big Dick Fuck'n"" Nasty Ass Big Dick Fuck'n @videoboyblog #dawgPoundUSA https://t.…";Mon Aug 08 19:06:54 +0000 2016;;0.0;0.0;kia_ibb;Lagos, Nigeria;en;89.0;True;187.0;6.4550575;3.3941795;#dawgPoundUSA
Sponsor: A new way to think about big data analytics → https://t.co/OLdKDRbbvo #datascience via @flowingdata;Mon Aug 08 19:07:00 +0000 2016;;0.0;0.0;tomleelong;San Francisco, CA;en;1183.0;True;1266.0;37.7792808;-122.4192362;#datascience
"How to Grid Search Hyperparameters for Deep Learning Models in Python With Keras - Machine Learning Mastery
 https://t.co/pGRjyhVEKN";Mon Aug 08 19:07:03 +0000 2016;;0.0;0.0;dsguidebiz;Worldwide;en;4651.0;False;2259.0;53.4575797;-2.226672;
[https://t.co/FVk2bWWbek] patchkit - powerful binary patching from Python https://t.co/yPd94DYDdA;Mon Aug 08 19:07:05 +0000 2016;{'coordinates': [26.09870911, 44.42701324], 'type': 'Point'};0.0;0.0;zauw_;Bucureşti, România;en;82.0;True;5495.0;44.4361414;26.1027202;
RT @PeteCCDE: Trying to port this 50 line script from Python 2 to Python 3 feels like I'm being punished for my sins.;Mon Aug 08 19:07:10 +0000 2016;;0.0;0.0;mestery;Woodbury, MN;en;3892.0;True;22351.0;44.92317;-92.9588281;
RT @WalesOnline: What exactly is the Ayatollah? Why do Cardiff City fans do it? And why did Jazz Richards spark controversy? https://t.co/H…;Mon Aug 08 19:07:12 +0000 2016;;0.0;0.0;TomReek17;Truro, Cornwall;en;886.0;True;89588.0;50.2627515;-5.0520466;
"RT @dtyoutuber: @RenaultIndia 

Meditation added a Spark in my life by staying Calm and Focusing on my Goals
#KWIDlife https://t.co/wTxZN0X…";Mon Aug 08 19:07:15 +0000 2016;;0.0;0.0;dtyoutuber;Winterfell;en;171.0;False;6754.0;51.5455107;13.9594132;#KWIDlife
How to Grid Search Hyperparameters for Deep Learning Models in Python With Keras https://t.co/C99fWFYQ7V #MachineLearning;Mon Aug 08 19:07:18 +0000 2016;;0.0;0.0;machlearn;Bellevue, WA;en;50.0;False;1907.0;47.6144219;-122.1923371;#MachineLearning
https://t.co/xs3FpSp5v3 Seize the Data: How to Use Big Data and Search Engine Technology for Sales Success;Mon Aug 08 19:07:20 +0000 2016;;0.0;0.0;TrafficEagle;Leesburg, Florida;en;57052.0;False;2819.0;28.810823;-81.8778581;
Advocare just released blue raspberry spark😍;Mon Aug 08 19:07:21 +0000 2016;;0.0;0.0;alexistingley;Waynesville, OH;en;421.0;True;7420.0;39.5297824;-84.0866009;
RT @analyticbridge: The Amazing Ways Uber Is Using Big Data https://t.co/s5Xlq6TRlo;Mon Aug 08 19:07:36 +0000 2016;;0.0;0.0;hadelawal;Leicester, England;en;109.0;False;4896.0;52.6367811;-1.1312288;
RT @craigbrownphd: Sponsor: A new way to think about big data analytics →: Join MIT on an online certificat... https://t.co/ATRlBePMCN #Dat…;Mon Aug 08 19:07:37 +0000 2016;;0.0;0.0;gouiden_eye;Canada;en;327.0;True;4001.0;61.0666922;-107.991707;#Dat…
I wonder where I lost the spark??;Mon Aug 08 19:07:38 +0000 2016;;0.0;0.0;NdlaziSsn;South Africa;en;165.0;True;2037.0;-28.8166235;24.991639;
#PHP #Python John Boyega talks about tech, cyberbullying, and catching a Pikachu on the set of Star Wars … https://t.co/TvPzKB5Xhh;Mon Aug 08 19:07:39 +0000 2016;;0.0;0.0;PlPro4u;United States;en-gb;1638.0;False;1247.0;39.7837304;-100.4458824;#PHP #Python
RT @analyticbridge: The Amazing Ways Uber Is Using Big Data https://t.co/s5Xlq6TRlo;Mon Aug 08 19:07:40 +0000 2016;;0.0;0.0;bizrockstar;ÜT: 40.641809,-111.809218;en;1946.0;True;38463.0;40.6361297;-111.8341343;
#PHP #Python How far we’ve come: The top 5 retro gadgets from the Vintage Computer Festival … https://t.co/bqvSO9Ot3E;Mon Aug 08 19:07:41 +0000 2016;;0.0;0.0;PlPro4u;United States;en-gb;1638.0;False;1248.0;39.7837304;-100.4458824;#PHP #Python
#PHP #Python Music streaming social network Whyd is switching its focus to hardware https://t.co/wsonhXs3N1 #tech… https://t.co/V5FAonLzyZ;Mon Aug 08 19:07:43 +0000 2016;;0.0;0.0;PlPro4u;United States;en-gb;1638.0;False;1249.0;39.7837304;-100.4458824;#PHP #Python #tech…
RT @snowplowdata: We are hiring a data engineer at Snowplow: https://t.co/iWUPIzcX8J Lots of Scala, Golang, Spark, Kinesis... https://t.co/…;Mon Aug 08 19:07:45 +0000 2016;;0.0;0.0;skieft;Amsterdam;en;349.0;True;3049.0;52.374436;4.8979956033677;
#bigdata How I Learned to Stop Worrying and Love Ephemeral Storage:   submitted by    /u/doc_plosker ... https://t.co/fBJswf8r6b #hadoop;Mon Aug 08 19:07:58 +0000 2016;;0.0;0.0;ryanrod42;Houston, Texas;en;10953.0;True;54643.0;29.7589382;-95.3676973;#bigdata #hadoop
Time Series Prediction with LSTM Recurrent Neural Networks in Python with Keras - Machine Learning Mastery https://t.co/0TJuBpHzAO;Mon Aug 08 19:08:01 +0000 2016;;0.0;0.0;Disciplined_IT;Los Angeles, California, USA;en;390.0;False;5741.0;34.0543942;-118.2439408;
"(You don't) gotta catch 'em all. 
Fake your Pokemon Go screenshots w/ #Python &amp; Twilio. https://t.co/NQBDq7diwj https://t.co/CfOr5Ld61F";Mon Aug 08 19:08:01 +0000 2016;;0.0;0.0;twilio;San Francisco, CA;en;57288.0;True;19115.0;37.7792808;-122.4192362;#Python
RT @yggdrasil13751: SPARK Scholar Sharon Burk used CRISPR/Cas9 to genetically engineer variant HD alleles this summer 😄 https://t.co/rDaHU4…;Mon Aug 08 19:08:07 +0000 2016;;0.0;0.0;RobertWager1;Nanaimo, British Columbia;en;1472.0;False;13868.0;49.1637659;-123.9379792;
Fresh from @KDNuggets: Cartoon: Facebook data science experiments and Cats https://t.co/w1ERUpjesN;Mon Aug 08 19:08:10 +0000 2016;;0.0;0.0;datascigeek;The Net;en;1382.0;False;32139.0;42.588078;-72.4370649;
Flowing Data: Sponsor: A new way to think about big data analytics →: Join MIT on an onlin... https://t.co/W1L2L89uxs #datavisualization;Mon Aug 08 19:08:25 +0000 2016;;0.0;0.0;WhereIsYourData;London;en;410.0;False;10152.0;51.5073219;-0.1276473;#datavisualization
"RT @ForeignTrade_A: How Gov. Jerry Brown’s green vision for moving freight could spark a zero-emissions future:

https://t.co/GT3X1mVm3g";Mon Aug 08 19:08:26 +0000 2016;;0.0;0.0;LeahGlobal;Long Beach, California;en;5504.0;True;6247.0;33.7774658;-118.188487;
FlowDat - Sponsor: A new way to think about big data analytics →: Join MIT on an online certificate course co... https://t.co/OMeHRKlGMv;Mon Aug 08 19:08:26 +0000 2016;;0.0;0.0;Stray__Cat;London;en;2823.0;False;52941.0;51.5073219;-0.1276473;
Sponsor: A new way to think about big data analytics →: Join MIT on an online certificate cour... https://t.co/wWXNf6nyJT | @FlowingData;Mon Aug 08 19:08:27 +0000 2016;;0.0;0.0;LeeBogner;New York NY;en;6071.0;True;141933.0;40.7305991;-73.9865811;
RT @DarcieSouthern: that is no Python baby https://t.co/rssGgThnPM;Mon Aug 08 19:08:33 +0000 2016;;0.0;0.0;DLarken;Rushden, England;en-gb;542.0;True;5645.0;52.2911567;-0.5988176;
I felt it. I felt that magic. We have that spark;Mon Aug 08 19:08:38 +0000 2016;;0.0;0.0;OliveBABYY;dubai, uae ;en;180.0;False;1776.0;25.22761165;55.1750774842824;
I'm listening to Dangerous (Feat. Joywave) by Big Data on @pandora_radio. #Pandora https://t.co/XpsPO76ZkC;Mon Aug 08 19:08:47 +0000 2016;;0.0;0.0;jacobbrunette1;GEORGIA;en;326.0;False;253.0;32.3293809;-83.1137365;#Pandora
Can you recommend anyone for this #job? Sr. Hadoop Administrator - https://t.co/qGZ6GxuVhl #Engineering #LosAngeles, CA #Hiring #CareerArc;Mon Aug 08 19:08:49 +0000 2016;{'coordinates': [-119.4179324, 36.778261], 'type': 'Point'};0.0;0.0;tmj_fre_eng;Fresno, CA;en;254.0;True;47.0;36.7394421;-119.7848306;#job? #Engineering #LosAngeles, #Hiring #CareerArc
.@Lesdoggg YYYYYYYEEEEEESSSSSS!!!! commentary just got a whole lot better. you gotta spark that bob costas boy UP!;Mon Aug 08 19:08:53 +0000 2016;;0.0;0.0;yuetsu;Portland, Oregon;en;1247.0;True;33599.0;45.5202471;-122.6741948;
RT @creativecommons: Where copyright or database rights exist, use CC licenses to easily clarify re-use rights! https://t.co/2Yf46LiIfz;Mon Aug 08 19:09:00 +0000 2016;;0.0;0.0;SpiderLearning;Pittsburgh, PA;en;611.0;True;411.0;40.4416941;-79.990086;
"RT @distractedfilm: ""You're only given one little spark of madness. You mustn't lose it"" - Robin Williams

Jack Nicholson
Cuckoo's Nest htt…";Mon Aug 08 19:09:00 +0000 2016;;0.0;0.0;lintlvieno;aleppo;de;702.0;False;64019.0;36.197971;37.1656697;
RT @samantha_ktx: One little spark and I'm goin through hell again  https://t.co/GizIZjOseA;Mon Aug 08 19:09:04 +0000 2016;;0.0;0.0;averyraquel;Katy, TX;en;870.0;True;14296.0;29.7857853;-95.8243955;
Spark FM https://t.co/TZwEDnmmNW;Mon Aug 08 19:09:14 +0000 2016;;0.0;0.0;tuckage93;Sunderland;en;121.0;False;812.0;54.9063791;-1.3750529;
RT @ZacharyAzzara: Photography | More spark spinning + Mischief | Let me know what you think! HD: https://t.co/jBGy9vSWou https://t.co/txC1…;Mon Aug 08 19:09:15 +0000 2016;;0.0;0.0;ZacharyAzzara;United States;en;1474.0;False;9577.0;39.7837304;-100.4458824;
#storybrand part 3. Your BrandScript @ Spark https://t.co/Q7x5y8qjD5;Mon Aug 08 19:09:16 +0000 2016;;0.0;0.0;englisheric;Orlando, Florida;en;787.0;False;1717.0;28.5421175;-81.3790461;#storybrand
Finding Data Scientists https://t.co/HsuJPOvbAs #hadoop #machinelearning #phphadooparticles;Mon Aug 08 19:09:26 +0000 2016;;0.0;0.0;kortxltd;London, England;en;10854.0;False;2489.0;51.5073219;-0.1276473;#hadoop #machinelearning #phphadooparticles
The spark of life is laughing everyday - kimmi ann;Mon Aug 08 19:09:29 +0000 2016;;0.0;0.0;kimmishelden;Alaska, USA;en;10.0;False;18.0;64.4459613;-149.6809089;
RT @tressiemcphd: So if I don't want to talk to Lev I need to never learn Python? Am I doing this right?  https://t.co/YjbWd3siiv;Mon Aug 08 19:09:31 +0000 2016;;0.0;0.0;trentmkays;Newport News, VA;en;1575.0;True;87909.0;37.016827;-76.4505195;
RT @SecurityCharlie: The dirtiest little secret about big data: Jobs - Big data holds enormous promise that it can help global organ... htt…;Mon Aug 08 19:09:32 +0000 2016;;0.0;0.0;rampalacio;Barcelona;en;254.0;False;3227.0;41.3825596;2.1771353;
#BigData Developers required in Dublin. Brand new #Tech #StartUp #Java #Hadoop #IoT #MachineLearning https://t.co/R1M9YpvLe9;Mon Aug 08 19:09:35 +0000 2016;;0.0;0.0;irishtechjobs;Ireland;en;4635.0;True;6278.0;52.865196;-7.9794598;#BigData #Tech #StartUp #Java #Hadoop #IoT #MachineLearning
Dirty little secret about #BigData: finding #DataScientists who can deliver on its big promise! https://t.co/n8oehERXjL #DataScience #AI;Mon Aug 08 19:09:42 +0000 2016;;0.0;0.0;KirkDBorne;Booz Allen Hamilton;en;89286.0;False;58963.0;36.55174635;-87.3954623510341;#BigData: #DataScientists #DataScience #AI
RT @KirkDBorne: Dirty little secret about #BigData: finding #DataScientists who can deliver on its big promise! https://t.co/n8oehERXjL #Da…;Mon Aug 08 19:09:42 +0000 2016;;0.0;0.0;itknowingness;Online;es;9669.0;False;231556.0;40.3636878;49.8197189;#BigData: #DataScientists #Da…
@warnetony @nursingSUni I think sharing can light a spark in others to share, conversations started and in turn helps others 1/2;Mon Aug 08 19:09:46 +0000 2016;;0.0;0.0;Kel1406;Bolton;en;826.0;True;6522.0;53.577694;-2.4288873;
Publicação do BVRio traz uso de Big Data para detecção de madeira ilegal https://t.co/d9pYxrQbD4;Mon Aug 08 19:09:52 +0000 2016;;0.0;0.0;ObservatorioABC;Brasil ;pt;714.0;False;2902.0;-10.3333332;-53.1999999;
Python Rocks!!!;Mon Aug 08 19:09:52 +0000 2016;;0.0;0.0;dinomagri;São Paulo, SP;pt;714.0;False;2902.0;-23.563923;-46.701719;
Big Data com Python na FIA :);Mon Aug 08 19:19:52 +0000 2016;;0.0;0.0;dinomagri;São Paulo, SP;pt;714.0;False;2902.0;-23.563923;-46.701719;